FILE	9t	133t	1189t
GCF_002807985.1_ASM280798v1.fasta	1	1	1
GCF_002808065.1_ASM280806v1.fasta	1	1	1
GCF_002808075.1_ASM280807v1.fasta	1	1	1
GCF_002808105.1_ASM280810v1.fasta	1	1	1
GCF_002808125.1_ASM280812v1.fasta	1	1	1
GCF_002808145.1_ASM280814v1.fasta	1	1	1
GCF_002808155.1_ASM280815v1.fasta	1	1	1
GCF_002808165.1_ASM280816v1.fasta	1	1	1
GCF_002808205.1_ASM280820v1.fasta	1	1	1
GCF_002808215.1_ASM280821v1.fasta	1	1	1
GCF_002808225.1_ASM280822v1.fasta	1	1	1
GCF_002808265.1_ASM280826v1.fasta	1	1	1
GCF_002808275.1_ASM280827v1.fasta	1	1	1
GCF_002808305.1_ASM280830v1.fasta	1	1	1
GCF_002808325.1_ASM280832v1.fasta	1	1	1
GCF_002808345.1_ASM280834v1.fasta	1	1	1
GCF_002808355.1_ASM280835v1.fasta	1	1	1
GCF_002808365.1_ASM280836v1.fasta	1	1	1
GCF_002808405.1_ASM280840v1.fasta	1	1	1
GCF_002808415.1_ASM280841v1.fasta	1	1	1
GCF_002808435.1_ASM280843v1.fasta	1	1	1
GCF_002808465.1_ASM280846v1.fasta	1	1	1
GCF_003015005.1_ASM301500v1.fasta	1	1	1
GCF_003056975.1_ASM305697v1.fasta	1	1	1
GCF_003347715.1_ASM334771v1.fasta	1	1	1
GCF_003347725.1_ASM334772v1.fasta	1	1	1
GCF_003347755.1_ASM334775v1.fasta	1	1	1
GCF_003347775.1_ASM334777v1.fasta	1	1	1
GCF_003347785.1_ASM334778v1.fasta	1	1	1
GCF_003347815.1_ASM334781v1.fasta	1	1	1
GCF_003347835.1_ASM334783v1.fasta	1	1	1
GCF_003347855.1_ASM334785v1.fasta	1	1	1
GCF_003347865.1_ASM334786v1.fasta	1	1	1
GCF_003347905.1_ASM334790v1.fasta	1	1	1
GCF_003347935.1_ASM334793v1.fasta	1	1	1
GCF_003347945.1_ASM334794v1.fasta	1	1	1
GCF_003347995.1_ASM334799v1.fasta	1	1	1
GCF_003348015.1_ASM334801v1.fasta	1	1	1
GCF_003348035.1_ASM334803v1.fasta	1	1	1
GCF_003348055.1_ASM334805v1.fasta	1	1	1
GCF_003348065.1_ASM334806v1.fasta	1	1	1
GCF_003348095.1_ASM334809v1.fasta	1	1	1
GCF_003348115.1_ASM334811v1.fasta	1	1	1
GCF_003348135.1_ASM334813v1.fasta	1	1	1
GCF_003348145.1_ASM334814v1.fasta	1	1	1
GCF_003348175.1_ASM334817v1.fasta	1	1	1
GCF_003348195.1_ASM334819v1.fasta	1	1	1
GCF_003348215.1_ASM334821v1.fasta	1	1	1
GCF_003348235.1_ASM334823v1.fasta	1	1	1
GCF_003348245.1_ASM334824v1.fasta	1	1	1
GCF_003348265.1_ASM334826v1.fasta	1	1	1
GCF_003348295.1_ASM334829v1.fasta	1	1	1
GCF_003348335.1_ASM334833v1.fasta	1	1	1
GCF_003348355.1_ASM334835v1.fasta	1	1	1
GCF_003348365.1_ASM334836v1.fasta	1	1	1
GCF_003348395.1_ASM334839v1.fasta	1	1	1
GCF_003348405.1_ASM334840v1.fasta	1	1	1
GCF_003348465.1_ASM334846v1.fasta	1	1	1
GCF_003348485.1_ASM334848v1.fasta	1	1	1
GCF_003348515.1_ASM334851v1.fasta	1	1	1
GCF_003348535.1_ASM334853v1.fasta	1	1	1
GCF_003348545.1_ASM334854v1.fasta	1	1	1
GCF_003348575.1_ASM334857v1.fasta	1	1	1
GCF_003348585.1_ASM334858v1.fasta	1	1	1
GCF_003348595.1_ASM334859v1.fasta	1	1	1
GCF_003348635.1_ASM334863v1.fasta	1	1	1
GCF_003348655.1_ASM334865v1.fasta	1	1	1
GCF_003348665.1_ASM334866v1.fasta	1	1	1
GCF_003348675.1_ASM334867v1.fasta	1	1	1
GCF_003348715.1_ASM334871v1.fasta	1	1	1
GCF_003348735.1_ASM334873v1.fasta	1	1	1
GCF_003348745.1_ASM334874v1.fasta	1	1	1
GCF_003348755.1_ASM334875v1.fasta	1	1	1
GCF_003348815.1_ASM334881v1.fasta	1	1	1
GCF_003348825.1_ASM334882v1.fasta	1	1	1
GCF_003348835.1_ASM334883v1.fasta	1	1	1
GCF_003348875.1_ASM334887v1.fasta	1	1	1
GCF_003348905.1_ASM334890v1.fasta	1	1	1
GCF_003348925.1_ASM334892v1.fasta	1	1	1
GCF_003348955.1_ASM334895v1.fasta	1	1	1
GCF_003348965.1_ASM334896v1.fasta	1	1	1
GCF_003348985.1_ASM334898v1.fasta	1	1	1
GCF_003348995.1_ASM334899v1.fasta	1	1	1
GCF_003349035.1_ASM334903v1.fasta	1	1	1
GCF_003349045.1_ASM334904v1.fasta	1	1	1
GCF_003349055.1_ASM334905v1.fasta	1	1	1
GCF_003349065.1_ASM334906v1.fasta	1	1	1
GCF_003349115.1_ASM334911v1.fasta	1	1	1
GCF_003349125.1_ASM334912v1.fasta	1	1	1
GCF_003349145.1_ASM334914v1.fasta	1	1	1
GCF_003349325.1_ASM334932v1.fasta	1	1	1
GCF_003349335.1_ASM334933v1.fasta	1	1	1
GCF_003349365.1_ASM334936v1.fasta	1	1	1
GCF_003349395.1_ASM334939v1.fasta	1	1	1
GCF_003349405.1_ASM334940v1.fasta	1	1	1
GCF_003349445.1_ASM334944v1.fasta	1	1	1
GCF_003349475.1_ASM334947v1.fasta	1	1	1
GCF_003349495.1_ASM334949v1.fasta	1	1	1
GCF_003349525.1_ASM334952v1.fasta	1	1	1
GCF_003349545.1_ASM334954v1.fasta	1	1	1
GCF_003349575.1_ASM334957v1.fasta	1	1	1
GCF_003349585.1_ASM334958v1.fasta	1	1	1
GCF_003349615.1_ASM334961v1.fasta	1	1	1
GCF_003349645.1_ASM334964v1.fasta	1	1	1
GCF_003349745.1_ASM334974v1.fasta	1	1	1
GCF_003349755.1_ASM334975v1.fasta	1	1	1
GCF_003716435.1_ASM371643v1.fasta	1	1	1
GCF_003716465.1_ASM371646v1.fasta	1	1	1
GCF_003716505.1_ASM371650v1.fasta	1	1	1
GCF_003716515.1_ASM371651v1.fasta	1	1	1
GCF_009763825.1_ASM976382v1.fasta	1	1	1
GCF_900185995.1_BK1071.fasta	1	1	1
GCF_900324425.1_48853_H01.fasta	1	1	1
GCF_900324445.1_48853_G01.fasta	1	1	1
